IP,Country,Continent,ASN,Owner,Network,Malicious_Votes,Suspicious_Votes,Harmless_Votes,Undetected_Votes,Total_Reports,Reputation_Score,Threat_Label,Threat_Category,Regional_Registry,WHOIS_Summary,Tor_Node,Times_Submitted,Last_Analysis_Date,Threat_Severity,Data_Source,Enrichment_Breakdown
176.10.99.200,CH,EU,51395 datasource ag,Datasource AG,176.10.99.200/32,45,0,1,0,0,-3.5,malicious,malware,RIPE NCC,"ISP: Datasource AG
Domain: datasource.ch",No,1,2026-05-24,Medium,csv_import,
176.10.99.201,CH,EU,51395.0,Datasource AG,176.10.96.0/19,0,1,53,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 176.10.99.192 - 176.10.99.223
netname: Feral214Management
country: CH
admin-c: RT4480-RIPE",No,0,,Low,csv_import,
77.247.181.162,NL,EU,43350.0,NForce Entertainment B.V.,77.247.176.0/21,4,1,53,33,91,-19.0,unrated,clean,RIPE NCC,"inetnum: 77.247.181.160 - 77.247.181.175
netname: ZWIEBELFREUNDE
descr: Customer 692 / Zwiebelfreund",No,0,,Medium,csv_import,
77.247.181.163,NL,EU,43350.0,NForce Entertainment B.V.,77.247.176.0/21,2,2,55,32,91,-16.0,clean,clean,RIPE NCC,"inetnum: 77.247.181.160 - 77.247.181.175
netname: ZWIEBELFREUNDE
descr: Customer 692 / Zwiebelfreund",No,0,,Low,csv_import,
199.87.154.255,CA,Unknown,18451.0,LES.NET,199.87.152.0/21,2,0,54,35,91,-1.0,unrated,clean,ARIN,"LES.NET LESNET-V4-2 (NET-199-87-152-0-1) 199.87.152.0 - 199.87.159.255
TOR Exit Gateway LESNE (NET-1",No,0,,Low,csv_import,
108.62.14.195,US,Unknown,395954.0,"Leaseweb USA, Inc.",108.62.8.0/21,0,0,0,91,91,0.0,unrated,unrated,ARIN,"Leaseweb USA, Inc. NET-108-62-0-0-1 (NET-108-62-0-0-1) 108.62.0.0 - 108.62.255.255
LeaseWeb USA, Inc",No,0,,Low,csv_import,
185.220.101.1,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,17,2,43,29,91,-23.0,unrated,clean,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.2,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,11,4,45,31,91,-14.0,unrated,clean,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.3,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,14,2,46,29,91,-16.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.4,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,12,3,46,30,91,-18.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.9,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,13,3,45,30,91,-57.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.10,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,14,2,44,31,91,-14.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.11,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,12,2,46,31,91,-16.0,unrated,clean,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.12,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,13,3,45,30,91,-16.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.13,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,18,3,42,28,91,-28.0,unrated,malware,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
185.220.101.14,DE,EU,60729.0,Stiftung Erneuerbare Freiheit,185.220.101.0/24,12,4,45,30,91,-26.0,unrated,clean,RIPE NCC,"inetnum: 185.220.101.0 - 185.220.101.31
netname: ARTIKEL10
country: DE
org: ORG-AE101-RIPE
admin-c:",Yes,0,,High,csv_import,
91.240.118.172,HK,AS,Unknown,Unknown,Unknown,11,1,47,32,91,-1.0,malware,clean,APNIC,"inetnum: 91.0.0.0 - 91.255.255.255
netname: RIPE-CIDR-BLOCK
descr: Not allocated by APNIC
remarks: -",No,0,,High,csv_import,
91.240.118.173,HK,AS,Unknown,Unknown,Unknown,2,0,54,35,91,0.0,unrated,clean,APNIC,"inetnum: 91.0.0.0 - 91.255.255.255
netname: RIPE-CIDR-BLOCK
descr: Not allocated by APNIC
remarks: -",No,0,,Low,csv_import,
91.240.118.174,HK,AS,Unknown,Unknown,Unknown,5,0,48,38,91,-1.0,unrated,clean,APNIC,"inetnum: 91.0.0.0 - 91.255.255.255
netname: RIPE-CIDR-BLOCK
descr: Not allocated by APNIC
remarks: -",No,0,,Medium,csv_import,
91.240.118.175,HK,AS,Unknown,Unknown,Unknown,2,1,53,35,91,0.0,unrated,clean,APNIC,"inetnum: 91.0.0.0 - 91.255.255.255
netname: RIPE-CIDR-BLOCK
descr: Not allocated by APNIC
remarks: -",No,0,,Low,csv_import,
194.165.16.77,MC,EU,48721.0,Flyservers S.A.,194.165.16.0/23,1,0,54,36,91,-3.0,unrated,clean,RIPE NCC,"inetnum: 194.165.16.0 - 194.165.17.255
netname: PA-FLYSERVERS
country: EU
org: ORG-FS255-RIPE
admin-",No,0,,Low,csv_import,
194.165.16.78,MC,EU,48721.0,Flyservers S.A.,194.165.16.0/23,9,0,47,35,91,-4.0,malware,clean,RIPE NCC,"inetnum: 194.165.16.0 - 194.165.17.255
netname: PA-FLYSERVERS
country: EU
org: ORG-FS255-RIPE
admin-",No,0,,Medium,csv_import,
194.165.16.79,MC,EU,48721.0,Flyservers S.A.,194.165.16.0/23,3,0,52,36,91,0.0,unrated,malware,RIPE NCC,"inetnum: 194.165.16.0 - 194.165.17.255
netname: PA-FLYSERVERS
country: EU
org: ORG-FS255-RIPE
admin-",No,0,,Low,csv_import,
194.165.16.80,MC,EU,48721.0,Flyservers S.A.,194.165.16.0/23,5,0,51,35,91,0.0,unrated,malware,RIPE NCC,"inetnum: 194.165.16.0 - 194.165.17.255
netname: PA-FLYSERVERS
country: EU
org: ORG-FS255-RIPE
admin-",No,0,,Medium,csv_import,
45.142.212.100,MD,EU,209847.0,WorkTitans B.V.,45.142.212.0/22,8,1,52,30,91,0.0,malware,malware,RIPE NCC,"inetnum: 45.142.212.0 - 45.142.212.255
netname: THEHOSTING
country: MD
admin-c: THMC1-RIPE
tech-c: T",No,0,,Medium,csv_import,
45.142.212.101,MD,EU,209847.0,WorkTitans B.V.,45.142.212.0/22,0,0,55,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 45.142.212.0 - 45.142.212.255
netname: STARK
country: MD
org: ORG-SISL19-RIPE
admin-c: SICK",No,0,,Low,csv_import,
45.142.212.102,MD,EU,209847.0,WorkTitans B.V.,45.142.212.0/22,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 45.128.0.0 - 45.159.255.255
CIDR: 45.128.0.0/11
NetName: RIPE
NetHandle: NET-45-128-0-0-1",No,0,,Low,csv_import,
45.142.212.103,MD,EU,209847.0,WorkTitans B.V.,45.142.212.0/22,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 45.142.212.0 - 45.142.212.255
netname: STARK
country: MD
org: ORG-SISL19-RIPE
admin-c: SICK",No,0,,Low,csv_import,
193.203.203.67,CA,Unknown,53363.0,TANGRAM CANADA INC.,193.203.203.0/24,7,1,46,37,91,0.0,unrated,clean,ARIN,"NetRange: 193.0.0.0 - 193.255.255.255
CIDR: 193.0.0.0/8
NetName: RIPE-CBLK
NetHandle: NET-193-0-0-0-",No,0,,Medium,csv_import,
193.203.203.68,CA,Unknown,53363.0,TANGRAM CANADA INC.,193.203.203.0/24,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 193.0.0.0 - 193.255.255.255
CIDR: 193.0.0.0/8
NetName: RIPE-CBLK
NetHandle: NET-193-0-0-0-",No,0,,Low,csv_import,
193.203.203.69,CA,Unknown,53363.0,TANGRAM CANADA INC.,193.203.203.0/24,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 193.0.0.0 - 193.255.255.255
CIDR: 193.0.0.0/8
NetName: RIPE-CBLK
NetHandle: NET-193-0-0-0-",No,0,,Low,csv_import,
193.203.203.70,CA,Unknown,53363.0,TANGRAM CANADA INC.,193.203.203.0/24,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 193.0.0.0 - 193.255.255.255
CIDR: 193.0.0.0/8
NetName: RIPE-CBLK
NetHandle: NET-193-0-0-0-",No,0,,Low,csv_import,
31.13.195.56,BG,EU,34224.0,Neterra Ltd.,31.13.195.0/24,1,0,53,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 31.13.195.0 - 31.13.195.127
netname: NETERRA-VPSBG-NET
descr: VPS.BG IP PA Space
country: B",No,0,,Low,csv_import,
31.13.195.57,BG,EU,34224.0,Neterra Ltd.,31.13.195.0/24,0,0,54,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 31.13.195.0 - 31.13.195.127
netname: NETERRA-VPSBG-NET
descr: VPS.BG IP PA Space
country: B",No,0,,Low,csv_import,
31.13.195.58,BG,EU,34224.0,Neterra Ltd.,31.13.195.0/24,0,1,53,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 31.13.195.0 - 31.13.195.127
netname: NETERRA-VPSBG-NET
descr: VPS.BG IP PA Space
country: B",No,0,,Low,csv_import,
31.13.195.59,BG,EU,34224.0,Neterra Ltd.,31.13.195.0/24,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 31.0.0.0 - 31.255.255.255
CIDR: 31.0.0.0/8
NetName: RIPE-31
NetHandle: NET-31-0-0-0-1
Pare",No,0,,Low,csv_import,
185.243.115.200,DE,EU,48314.0,IP-Projects GmbH & Co. KG,185.243.114.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,Unknown,No,0,,Low,csv_import,
185.243.115.201,DE,EU,48314.0,IP-Projects GmbH & Co. KG,185.243.114.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 185.0.0.0 - 185.255.255.255
CIDR: 185.0.0.0/8
NetName: RIPE-185
NetHandle: NET-185-0-0-0-1",No,0,,Low,csv_import,
185.243.115.202,DE,EU,48314.0,IP-Projects GmbH & Co. KG,185.243.114.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 185.243.115.0 - 185.243.115.255
netname: CrownCloud
descr: CrownCloud
country: DE
org: ORG-",No,0,,Low,csv_import,
185.243.115.203,DE,EU,48314.0,IP-Projects GmbH & Co. KG,185.243.114.0/23,0,0,55,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 185.243.115.0 - 185.243.115.255
netname: CrownCloud
descr: CrownCloud
country: DE
org: ORG-",No,0,,Low,csv_import,
5.188.206.14,BG,EU,200391.0,Krez 999 Eood,5.188.206.0/24,2,1,52,36,91,-3.0,unrated,malware,RIPE NCC,"inetnum: 5.188.206.0 - 5.188.206.255
netname: TAIL-NET
descr: VPS and Shared Hosting
country: EU
org",No,0,,Low,csv_import,
5.188.206.15,BG,EU,200391.0,Krez 999 Eood,5.188.206.0/24,1,0,0,90,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 5.188.206.0 - 5.188.206.255
netname: TAIL-NET
descr: VPS and Shared Hosting
country: EU
org",No,0,,Low,csv_import,
5.188.206.16,BG,EU,200391.0,Krez 999 Eood,5.188.206.0/24,1,0,53,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 5.188.206.0 - 5.188.206.255
netname: TAIL-NET
descr: VPS and Shared Hosting
country: EU
org",No,0,,Low,csv_import,
5.188.206.17,BG,EU,200391.0,Krez 999 Eood,5.188.206.0/24,1,0,0,90,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 5.188.206.0 - 5.188.206.255
netname: TAIL-NET
descr: VPS and Shared Hosting
country: EU
org",No,0,,Low,csv_import,
179.43.141.120,CH,EU,51852.0,Private Layer INC,179.43.128.0/18,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 179.0.0.0 - 179.61.127.255
netname: NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK
descr: IPv4 address",No,0,,Low,csv_import,
179.43.141.121,CH,EU,51852.0,Private Layer INC,179.43.128.0/18,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetHandle: NET-179-0-0-0-1
NetType: Allocated to LACNIC
Organization: Latin American and Caribbean I",No,0,,Low,csv_import,
179.43.141.122,CH,EU,51852.0,Private Layer INC,179.43.128.0/18,0,0,54,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 179.0.0.0 - 179.61.127.255
netname: NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK
descr: IPv4 address",No,0,,Low,csv_import,
179.43.141.123,CH,EU,51852.0,Private Layer INC,179.43.128.0/18,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 179.0.0.0 - 179.61.127.255
netname: NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK
descr: IPv4 address",No,0,,Low,csv_import,
158.247.210.58,KR,AS,20473.0,"The Constant Company, LLC",158.247.192.0/18,9,3,47,32,91,0.0,unrated,malware,APNIC,"inetnum: 158.247.192.0 - 158.247.255.255
netname: CONSTANT-AP
descr: The Constant Company, LLC
count",No,0,,Medium,csv_import,
158.247.210.59,KR,AS,20473.0,"The Constant Company, LLC",158.247.192.0/18,0,0,0,91,91,0.0,unrated,unrated,APNIC,"inetnum: 158.247.192.0 - 158.247.255.255
netname: CONSTANT-AP
descr: The Constant Company, LLC
count",No,0,,Low,csv_import,
158.247.210.60,KR,AS,20473.0,"The Constant Company, LLC",158.247.192.0/18,0,0,0,91,91,0.0,unrated,unrated,APNIC,"inetnum: 158.247.192.0 - 158.247.255.255
netname: CONSTANT-AP
descr: The Constant Company, LLC
count",No,0,,Low,csv_import,
158.247.210.61,KR,AS,20473.0,"The Constant Company, LLC",158.247.192.0/18,0,0,0,91,91,0.0,unrated,unrated,APNIC,"inetnum: 158.247.192.0 - 158.247.255.255
netname: CONSTANT-AP
descr: The Constant Company, LLC
count",No,0,,Low,csv_import,
45.33.49.119,US,Unknown,63949.0,Akamai Connected Cloud,45.33.0.0/17,0,0,56,35,91,1.0,clean,clean,ARIN,"Akamai Technologies, Inc. LINODE-US (NET-45-33-0-0-1) 45.33.0.0 - 45.33.127.255
Linode LINODE (NET-4",No,0,,Low,csv_import,
45.33.49.120,US,Unknown,63949.0,Akamai Connected Cloud,45.33.0.0/17,0,0,0,91,91,0.0,unrated,unrated,ARIN,No match found for linodeusercontent.com.,No,0,,Low,csv_import,
45.33.49.121,US,Unknown,63949.0,Akamai Connected Cloud,45.33.0.0/17,0,0,0,91,91,0.0,unrated,unrated,ARIN,"NetRange: 45.33.0.0 - 45.33.127.255
CIDR: 45.33.0.0/17
NetName: LINODE-US
NetHandle: NET-45-33-0-0-1",No,0,,Low,csv_import,
45.33.49.122,US,Unknown,63949.0,Akamai Connected Cloud,45.33.0.0/17,0,0,0,91,91,0.0,unrated,unrated,ARIN,"Domain Name: LINODE.COM
 Registry Domain ID: 94382922_DOMAIN_COM-VRSN
 Registrar WHOIS Server: wh",No,0,,Low,csv_import,
185.159.82.100,RU,EU,14576.0,Hosting Solution Ltd.,185.159.80.0/22,2,0,53,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 185.159.82.0 - 185.159.82.255
netname: King-Servers
country: RU
geofeed: https://kingserver",No,0,,Low,csv_import,
185.159.82.101,RU,EU,14576.0,Hosting Solution Ltd.,185.159.80.0/22,0,0,1,90,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 185.0.0.0 - 185.255.255.255
CIDR: 185.0.0.0/8
NetName: RIPE-185
NetHandle: NET-185-0-0-0-1",No,0,,Low,csv_import,
185.159.82.102,RU,EU,14576.0,Hosting Solution Ltd.,185.159.80.0/22,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"Domain Name: emaillyr.club
Registry Domain ID: DBD82C6B933D84F1D8A9D6020D8353D6C-NSR
Registrar WHOIS",No,0,,Low,csv_import,
185.159.82.103,RU,EU,14576.0,Hosting Solution Ltd.,185.159.80.0/22,1,0,54,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 185.159.82.0 - 185.159.82.255
netname: King-Servers
country: RU
geofeed: https://kingserver",No,0,,Low,csv_import,
95.179.130.100,NL,EU,20473.0,"The Constant Company, LLC",95.179.128.0/17,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 95.179.130.0 - 95.179.131.255
created: 2018-05-15T19:00:06Z
last-modified: 2018-05-15T19:00",No,0,,Low,csv_import,
95.179.130.101,NL,EU,20473.0,"The Constant Company, LLC",95.179.128.0/17,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"Domain Name: VULTR.COM
 Registry Domain ID: 1523015927_DOMAIN_COM-VRSN
 Registrar WHOIS Server: w",No,0,,Low,csv_import,
95.179.130.102,NL,EU,20473.0,"The Constant Company, LLC",95.179.128.0/17,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 95.179.130.0 - 95.179.131.255
created: 2018-05-15T19:00:06Z
last-modified: 2018-05-15T19:00",No,0,,Low,csv_import,
95.179.130.103,NL,EU,20473.0,"The Constant Company, LLC",95.179.128.0/17,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 95.179.130.0 - 95.179.131.255
created: 2018-05-15T19:00:06Z
last-modified: 2018-05-15T19:00",No,0,,Low,csv_import,
104.21.14.101,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,57,34,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.14.102,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,57,34,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.14.103,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,0,91,91,0.0,unrated,unrated,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.14.104,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,57,34,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
172.67.182.131,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,56,35,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.182.132,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,56,35,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.182.133,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,56,35,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.182.134,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,56,35,91,-1.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
104.21.55.201,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,57,34,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.55.202,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,55,36,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.55.203,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,56,35,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
104.21.55.204,Unknown,Unknown,13335.0,"Cloudflare, Inc.",104.21.0.0/17,0,0,55,36,91,0.0,unrated,clean,Unknown,"NetRange: 104.16.0.0 - 104.31.255.255
CIDR: 104.16.0.0/12
NetName: CLOUDFLARENET
NetHandle: NET-104-",No,0,,Low,csv_import,
172.67.200.101,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,55,36,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.200.102,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,1,55,35,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.200.103,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,55,36,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
172.67.200.104,Unknown,Unknown,13335.0,"Cloudflare, Inc.",172.67.128.0/17,0,0,54,37,91,0.0,unrated,clean,Unknown,"NetRange: 172.64.0.0 - 172.71.255.255
CIDR: 172.64.0.0/13
NetName: CLOUDFLARENET
NetHandle: NET-172-",No,0,,Low,csv_import,
5.34.180.100,NL,EU,21100.0,Green Floid LLC,5.34.180.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 5.34.180.0 - 5.34.181.255
netname: ITL-DC2
remarks: Geofeed https://itldc.com/ipgeo.csv
des",No,0,,Low,csv_import,
5.34.180.101,NL,EU,21100.0,Green Floid LLC,5.34.180.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,Unknown,No,0,,Low,csv_import,
5.34.180.102,NL,EU,21100.0,Green Floid LLC,5.34.180.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 5.34.180.0 - 5.34.181.255
netname: ITL-DC2
remarks: Geofeed https://itldc.com/ipgeo.csv
des",No,0,,Low,csv_import,
5.34.180.103,NL,EU,21100.0,Green Floid LLC,5.34.180.0/23,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inet-rtr: Example.com
local-as: As15133
ifaddr: 93.184.216.34 masklen 0
ifaddr: 192.0.2.1 masklen 0",No,0,,Low,csv_import,
93.174.93.100,NL,EU,202425.0,IP Volume inc,93.174.88.0/21,0,1,55,35,91,0.0,unrated,clean,RIPE NCC,"inetnum: 93.174.93.0 - 93.174.93.255
netname: NET-3-93
descr: IPV NETBLOCK
country: NL
geoloc: 52.37",No,0,,Low,csv_import,
93.174.93.101,NL,EU,202425.0,IP Volume inc,93.174.88.0/21,0,0,54,37,91,0.0,unrated,clean,RIPE NCC,"inetnum: 93.174.93.0 - 93.174.93.255
netname: NET-3-93
descr: IPV NETBLOCK
country: NL
geoloc: 52.37",No,0,,Low,csv_import,
93.174.93.102,NL,EU,202425.0,IP Volume inc,93.174.88.0/21,0,1,57,33,91,0.0,clean,clean,RIPE NCC,"inetnum: 93.174.93.0 - 93.174.93.255
netname: NET-3-93
descr: IPV NETBLOCK
country: NL
geoloc: 52.37",No,0,,Low,csv_import,
93.174.93.103,NL,EU,202425.0,IP Volume inc,93.174.88.0/21,5,1,49,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 93.174.93.0 - 93.174.93.255
netname: NET-3-93
descr: IPV NETBLOCK
country: NL
geoloc: 52.37",No,0,,Medium,csv_import,
46.166.161.100,LT,EU,16125.0,UAB Cherry Servers,46.166.160.0/20,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 46.0.0.0 - 46.255.255.255
CIDR: 46.0.0.0/8
NetName: 46-RIPE
NetHandle: NET-46-0-0-0-0
Pare",No,0,,Low,csv_import,
46.166.161.101,LT,EU,16125.0,UAB Cherry Servers,46.166.160.0/20,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"NetRange: 46.0.0.0 - 46.255.255.255
CIDR: 46.0.0.0/8
NetName: 46-RIPE
NetHandle: NET-46-0-0-0-0
Pare",No,0,,Low,csv_import,
46.166.161.102,LT,EU,16125.0,UAB Cherry Servers,46.166.160.0/20,0,0,0,91,91,0.0,unrated,unrated,RIPE NCC,"inetnum: 46.166.161.0 - 46.166.161.255
netname: BALTICSERVERS-LT-DEDICATED
descr: Dedicated servers",No,0,,Low,csv_import,
46.166.161.103,LT,EU,16125.0,UAB Cherry Servers,46.166.160.0/20,0,1,54,36,91,0.0,unrated,clean,RIPE NCC,"inetnum: 46.166.161.0 - 46.166.161.255
netname: BALTICSERVERS-LT-DEDICATED
descr: Dedicated servers",No,0,,Low,csv_import,
185.56.80.100,SC,AF,Unknown,Unknown,Unknown,0,0,0,91,91,0.0,unrated,unrated,AFRINIC,Unknown,No,0,,Low,csv_import,
185.56.80.101,SC,AF,Unknown,Unknown,Unknown,1,0,54,36,91,0.0,unrated,clean,AFRINIC,"inetnum: 0.0.0.0 - 255.255.255.255
netname: IANA-BLK
descr: The whole IPv4 address space
country: EU",No,0,,Low,csv_import,
185.56.80.102,SC,AF,Unknown,Unknown,Unknown,0,0,0,91,91,0.0,unrated,unrated,AFRINIC,Unknown,No,0,,Low,csv_import,
